,Song Artist,Song Title,Part,Chords,Lyrics,Genre
2698,Ed Sheeran,CASTLE ON THE HILL,bridge,Bm G D A7sus4 Bm G D A7sus4 Bm G D A7sus4 Bm G D A7sus4 Bm G D A7sus4, One friend left to sell clothes one works down by the coast One had two kids but lives alone ones brother overdosed Ones already on his second wife ones just barely getting by but These people raised me and I-I-I cant wait to go home  ,rock
2699,Ed Sheeran,CASTLE ON THE HILL,chorus 3,D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D,,rock
2700,Ed Sheeran,CASTLE ON THE HILL,verse and pre-chorus (palm mute):,D D G Bm A,,rock
2701,Ed Sheeran,CASTLE ON THE HILL,chorus (let ring):,D D G Bm (actually Bm7#5) A7sus4,,rock
2702,David Guetta feat. Sia,TITANIUM,intro,C G Am Am C G Am Am,,rock
2703,David Guetta feat. Sia,TITANIUM,verse,C G Am C G Am C G Am C G Am,You shout it out but I cant hear a word you say Im talking loud not saying much Im criticized but all your bullets ricochet You shoot me down but I get up ,rock
2704,David Guetta feat. Sia,TITANIUM,chorus,F G Em Am F G Em Am F G Em Am Asus2 F G Em Am Asus2 F,Im bulletproof nothing to lose fire away fire away ricochet you take your aim fire away fire away you shoot me down but I wont fall I am tita - ni - um you shoot me down but I wont fall I am tita - ni - um ,rock
2705,David Guetta feat. Sia,TITANIUM,instrumental,F G Em Am F G Em Am,,rock
2706,David Guetta feat. Sia,TITANIUM,verse,C G Am C G Am C G Am C G Am,Cut me down but its you wholl have further to fall Ghost town haunted love Raise your voice sticks and stones may break my bones Im talking loud not saying much ,rock
2707,David Guetta feat. Sia,TITANIUM,chorus,F G Em Am F G Em Am F G Em Am Asus2 F G Em Am Asus2 F G Em Am Asus2 F G Em Am Asus2 F,Im bulletproof nothing to lose fire away fire away ricochet you take your aim fire away fire away you shoot me down but I wont fall I am tita - ni - um you shoot me down but I wont fall I am tita - ni - um I am tita - ni - um I am tita - ni - um ,rock
2708,David Guetta feat. Sia,TITANIUM,bridge,F G Em Am F G Am,Stone-hard machine gun Firing at the ones who run stone hard as bulletproof glass ,rock
2709,David Guetta feat. Sia,TITANIUM,chorus,F G Em Am Asus2 F G Em Am Asus2 F G Em Am Asus2 F G Em Am Asus2 F,You shoot me down but I wont fall I am tita - ni - um You shoot me down but I wont fall I am tita - ni - um You shoot me down but I wont fall I am tita - ni - um You shoot me down but I wont fall I am tita - ni - um ,rock
2710,David Guetta feat. Sia,TITANIUM,outro,F G Em Am F G Em Am Asus2 F,I am tita - ni - um,rock
2711,Imagine Dragons,DEMONS,verse,C G Am F C G Am F C G Am F C G Am F C,When the days are cold And the cards all fold And the saints we see Are all made of gold When your dreams all fail And the ones we hail Are the worst of all And the bloods run stale  I want to hide the truth I want to shelter you But with the beast inside Theres nowhere we can hide No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come ,rock
2712,Imagine Dragons,DEMONS,chorus,C G Am F C G Am F C,When you feel my heat Look into my eyes Its where my demons hide Its where my demons hide Dont get too close Its dark inside Its where my demons hide Its where my demons hide ,rock
2713,Imagine Dragons,DEMONS,verse,C G Am F C G Am F C G Am F C G Am F C,When the curtains call Is the last of all When the lights fade out All the sinners crawl So they dug your grave And the masquerade Will come calling out At the mess you made  Dont want to let you down But I am hell bound Though this is all for you Dont want to hide the truth  No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come ,rock
2714,Imagine Dragons,DEMONS,chorus,C G Am F C G Am F C,When you feel my heat Look into my eyes Its where my demons hide Its where my demons hide Dont get too close Its dark inside Its where my demons hide Its where my demons hide ,rock
2715,Imagine Dragons,DEMONS,bridge,C G Am F C G Am F C,They say its what you make I say its up to fate Its woven in my soul I need to let you go Your eyes they shine so bright I want to save that light I cant escape this now Unless you show me how ,rock
2716,Imagine Dragons,DEMONS,chorus,C G Am F C G Am F C,When you feel my heat Look into my eyes Its where my demons hide Its where my demons hide Dont get too close Its dark inside Its where my demons hide Its where my demons hide,rock
2717,Of Monsters and Men,LITTLE TALKS,trumpet intro (not relative to capo),,,rock
2718,Of Monsters and Men,LITTLE TALKS,intro,Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G,Hey! Hey! Hey! ,rock
2719,Of Monsters and Men,LITTLE TALKS,verse 1,Am Fmaj7 C Am F C Am Fmaj7 C Am F C Am Fmaj7 C Am F C,I dont like walking around this old and empty house So hold my hand Ill walk with you my dear The stairs creak as I sleep its keeping me awake Its the house telling you to close your eyes Some days I cant even dress myself Its killing me to see you this way ,rock
2720,Of Monsters and Men,LITTLE TALKS,chorus,Am Fmaj7 C G Am F C,Cause though the truth may vary This ship will carry Our bodies safe to shore ,rock
2721,Of Monsters and Men,LITTLE TALKS,interlude,Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G,Hey! Hey! Hey! ,rock
2722,Of Monsters and Men,LITTLE TALKS,verse 2,Am Fmaj7 C Am Fmaj7 C Am Fmaj7 C Am Fmaj7 C Am Fmaj7 C Am Fmaj7 C,Theres an old voice in my head thats holding me back Tell her that I miss our little talks Soon it will be over and buried with our past We used to play outside when we were young (and full of life and full of love) Some days I dont know if I am wrong or right Your mind is playing tricks on you my dear ,rock
2723,Of Monsters and Men,LITTLE TALKS,chorus,Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G,Cause though the truth may vary This ship will carry Our bodies safe to shore Hey! Dont listen to a word I say. Hey! The screams all sound the same. Hey! Cause though the truth may vary This ship will carry Our bodies safe to shore ,rock
2724,Of Monsters and Men,LITTLE TALKS,instrumental,Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C Am,,rock
2725,Of Monsters and Men,LITTLE TALKS,verse 3,Am Am Am Am Am Fmaj7 C Am Fmaj7 C G,Youre gone gone gone away. I watched you disappear All thats left is a ghost of you Now were torn torn torn apart theres nothing we can do. Just let me go well meet again soon. Now wait wait wait for me. Please hang around I see you when I fall asleep. Hey! ,rock
2726,Of Monsters and Men,LITTLE TALKS,chorus,Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G Am Fmaj7 C G,Dont listen to a word I say. Hey! The screams all sound the same. Hey! Cause though the truth may vary This ship will carry Our bodies safe to shore  Dont listen to a word I say. Hey! The screams all sound the same. Hey! Cause though the truth may vary This ship will carry Our bodies safe to shore ,rock
2727,Of Monsters and Men,LITTLE TALKS,ending,Am Fmaj7 C G Am F C Am Fmaj7 C G Am F C,Cause though the truth may vary This ship will carry Our bodies safe to shore  Cause though the truth may vary This ship will carry Our bodies safe to shore,rock
2728,Lady Gaga,MILLION REASONS,intro,C Am F G,,rock
2729,Lady Gaga,MILLION REASONS,verse 1,C Am F Fsus2 G G C Am F Fsus2 G G,Youre giving me a million reasons to let you go Youre giving me a million reasons to quit the show Youre givin me a million reasons  Give me a million reasons Givin me a million reasons About a million reasons  If I had a highway I would run for the hills If you could find a dryway Id forever be still But youre giving me a million reasons  Give me a million reasons Givin me a million reasons About a million reasons ,rock
2730,Lady Gaga,MILLION REASONS,chorus,F C Am G F C Am G F C Am G F C,I bow down to pray I try to make the worst seem better Lord show me the way To cut through all his worn out leather Ive got a hundred million reasons to walk away But baby I just need one good one to stay ,rock
2731,Lady Gaga,MILLION REASONS,verse 2,C Am F Fsus2 G G C Am F Fsus2 G G,Head stuck in a cycle I look off and I stare Its like that Ive stopped breathing but completely aware Cause youre giving me a million reasons  Give me a million reasons Givin me a million reasons About a million reasons  And if you say something that you might even mean Its hard to even fathom which parts I should believe Cause youre giving me a million reasons  Give me a million reasons Givin me a million reasons About a million reasons ,rock
2732,Lady Gaga,MILLION REASONS,chorus,F C Am G F C Am G F C Am G F Am,I bow down to pray I try to make the worst seem better Lord show me the way To cut through all his worn out leather Ive got a hundred million reasons to walk away But baby I just need one good one to stay ,rock
2733,Lady Gaga,MILLION REASONS,bridge,F C G Am F C G F C G Am F,Hey ehh ehh eyy Baby Im bleedin bleedin ehh ehh ehhy Cant you give me what Im needin needin Every heartbreak makes it hard to keep the faith But baby I just need one good one  Good one good one good one good one good one ,rock
2734,Lady Gaga,MILLION REASONS,chorus,F C Am G F C Am G F C Am G F F F Am F C,When I bow down to pray I try to make the worst seem better Lord show me the way To cut through all his worn out leather Ive got a hundred million reasons to walk away  But baby I just need one good one good one Tell me that youll be the good one good one Baby I just need one good one to stay,rock
2735,Harry Styles,SWEET CREATURE,intro,G C Bm G C Bm G C Bm G,,rock
2736,Harry Styles,SWEET CREATURE,verse 1,G C Bm G Em D C G G C Bm G Em D C G,Sweet creature Had another talk about where its going wrong But were still young We dont know where were going But we know where we belong ,rock
2737,Harry Styles,SWEET CREATURE,pre-chorus,Am Em G D Am Em G D G,No we started Two hearts in one home Its hard when we argue Were both stubborn I know but oh ,rock
2738,Harry Styles,SWEET CREATURE,chorus,C Bm G C Bm G C Bm Am G D7 G C Bm G C Bm G C Bm Am G D7 G C Bm G,Sweet creature sweet creature Wherev-er I go you bring me home Sweet creature sweet creature When I run out of road you bring me home  ,rock
2739,Harry Styles,SWEET CREATURE,verse 2,G C Bm G Em D C G G C Bm G Em D C G,Sweet creature Were running through the garden Where nothing bothered us But were still young I always think about you and how we dont speak enough ,rock
2740,Harry Styles,SWEET CREATURE,pre-chorus,Am Em G D Am Em G D G,No we started Two hearts in one home Its hard when we argue Were both stubborn I know but oh ,rock
2741,Harry Styles,SWEET CREATURE,chorus,C Bm G C Bm G C Bm Am G D7 G C Bm G C Bm G C Bm Am G D7 G,Sweet creature sweet creature Wherev-er I go you bring me home Sweet creature sweet creature When I run out of road you bring me home ,rock
2742,Harry Styles,SWEET CREATURE,bridge,G G G G Em Em Em Em,,rock
2743,Harry Styles,SWEET CREATURE,pre-chorus,Am Em G D Am Em G D G,I know when we started Just two hearts in one home It gets harder when we argue Were both stubborn I know but oh ,rock
2744,Harry Styles,SWEET CREATURE,chorus,C Bm G C Bm G C Bm Am G D7 G C Bm G C Bm G C Bm Am G D7 G,Sweet creature sweet creature Wherev-er I go you bring me home Sweet creature sweet creature When I run out of road you bring me home ,rock
2745,Harry Styles,SWEET CREATURE,outro,C Bm Am G D7 G G G G G,you bring me home,rock
2746,Hillsong United,OCEANS WHERE FEET MAY FAIL,intro,Em D G D C,,rock
2747,Hillsong United,OCEANS WHERE FEET MAY FAIL,verse 1,Em D G D C Em D G D C,You call me out upon the waters The great unknown where feet may fail And there I find you in the mystery In oceans deep my faith will stand ,rock
2748,Hillsong United,OCEANS WHERE FEET MAY FAIL,chorus,C G D C G D C G D C D Em D G D C,And I will call upon Your name And keep my eyes above the waves When oceans rise my soul will rest in Your embrace For I am Yours and You are mine ,rock
2749,Hillsong United,OCEANS WHERE FEET MAY FAIL,verse 2,Em D G D C Em D G D C,Your grace abounds in deepest waters Your sovereign hand will be my guide Where feet may fail and fear surrounds me Youve never failed and You wont start now ,rock
2750,Hillsong United,OCEANS WHERE FEET MAY FAIL,chorus,C G D C G D C G D C D Em D G D C Em D G D C,And I will call upon Your name And keep my eyes above the waves When oceans rise my soul will rest in Your embrace For I am Yours and You are mine Oh And You are mine Oh ,rock
2751,Hillsong United,OCEANS WHERE FEET MAY FAIL,bridge,Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D C G D Am C G D Am Em G D Am Em G D Am Em G D Am Em G D Am,Spirit lead me where my trust is without borders Let me walk upon the water wherever You would call me Take me deeper than my feet could ever wander And my faith will be made stronger in the presence of my Savior  Spirit lead me where my trust is without borders Let me walk upon the water wherever You would call me Take me deeper than my feet could ever wander And my faith will be made stronger in the presence of my Savior  Spirit lead me where my trust is without borders Let me walk upon the water wherever You would call me Take me deeper than my feet could ever wander And my faith will be made stronger in the presence of my Savior  Spirit lead me where my trust is without borders Let me walk upon the water wherever You would call me Take me deeper than my feet could ever wander And my faith will be made stronger in the presence of my Savior  Spirit lead me where my trust is without borders Let me walk upon the water wherever You would call me Take me deeper than my feet could ever wander And my faith will be made stronger in the presence of my Savior  Spirit lead me where my trust is without borders Let me walk upon the water wherever You would call me Take me deeper than my feet could ever wander And my faith will be made stronger in the presence of my Savior ,rock
2752,Hillsong United,OCEANS WHERE FEET MAY FAIL,instrumental,Em D G D Am Em D G D Am,,rock
2753,Hillsong United,OCEANS WHERE FEET MAY FAIL,chorus,C G D C G D G D C D Em,And I will call upon Your name And keep my eyes above the waves My soul will rest in Your embrace For I am Yours and You are mine ,rock
2754,Hillsong United,OCEANS WHERE FEET MAY FAIL,outro,Em D G D C Em G, ++++++++++++++++++++++++++++++++++++++++++++++++ Tabs ,rock
2755,Hillsong United,OCEANS WHERE FEET MAY FAIL,chords,Em D G D4 or D4 C,,rock
2756,Hillsong United,OCEANS WHERE FEET MAY FAIL,"intro, riff vers",Em D G D4 C,,rock
